uniprot_acc	content_fraction	content_count	length	start	end
A8I550	0.163	76	465	44	95
A0A4V8H009	0.662	88	133	44	131
P35998	0.099	43	433	45	81
O60244	0.061	88	1454	45	50
W5PE07	0.306	52	170	45	69
F5HCP3	0.075	16	214	45	50
O60930	0.056	16	286	44	53
P52293	0.017	9	529	45	53
P60201	0.032	9	277	45	53
P0CK62	0.106	23	218	43	65
P86912	0.34	18	53	36	53
Q5JFV9	0.547	29	53	15	23
P15401	0.036	10	280	45	54
Q6TLM0	0.063	22	347	45	54
O30916	0.02	11	561	45	55
P56638	0.268	15	56	41	55
Q5T6F0	0.029	13	453	45	57
O29588	0.635	40	63	12	23
A0A0J9X212	0.302	19	63	45	63
Q2NL27	0.158	30	190	41	70
F2QTN1	0.306	22	72	45	66
Q32P78	0.343	23	67	45	67
B6STT2	0.118	25	211	45	69
Q9QZS2	0.129	25	194	45	69
P08123	0.029	40	1366	45	72
A0A1S3TWG4	0.076	40	527	42	81
P69346	0.566	47	83	37	83
P14448	0.101	75	741	45	91
Q9H840	0.092	12	131	46	57
B3VGI6	0.964	54	56	1	54
Q85365	0.156	37	237	46	51
Q6PI79	0.346	47	136	45	50
P80021	0.031	17	553	46	62
Q24395	0.135	7	52	46	52
A0A1S2XQ25	0.095	11	116	46	56
A6TIG0	0.324	33	102	37	62
Q9EV85	0.434	33	76	30	62
P29898	0.291	30	103	38	67
Q980B8	0.394	41	104	42	82
P04610	0.105	9	86	46	54
Q6P582	0.108	17	158	46	54
P57041	0.025	10	395	46	55
P49172	0.683	43	63	13	23
P09496	0.065	16	248	46	61
P28504	0.308	20	65	46	65
O18973	0.102	50	492	21	70
Q7SIF7	0.343	23	67	45	67
Q92800	0.063	47	747	42	73
O44326	0.04	27	678	46	72
A4ISU9	0.341	28	82	46	73
P02978	0.155	81	522	46	76
P9WF19	0.395	34	86	46	79
Q2G285	0.602	50	83	34	83
Q6CL77	0.23	46	200	46	91
F1S8G3	0.601	89	148	46	117
D6X268	0.311	28	90	47	74
O13877	0.366	26	71	43	68
P40992	0.105	54	514	37	76
W6V2V8	0.095	6	63	47	52
P01538	0.171	19	111	42	60
P0C6H2	0.047	10	212	47	56
E3WDK7	0.101	17	169	47	63
P03733	0.15	37	246	6	15
P13554	0.747	62	83	8	20
B1VC43	0.242	15	62	47	61
Q948P5	0.085	21	247	47	67
A0A0M3KL54	0.112	16	143	47	62
P82917	0.14	20	143	47	66
Q13542	0.15	18	120	47	64
P46938	0.08	39	488	47	85
P04386	0.076	67	881	43	100
O14187	0.032	76	2363	47	64
Q13936	0.051	113	2221	47	65
P9WJ35	0.393	33	84	47	79
P10997	0.404	36	89	34	41
D3ZHW9	0.343	24	70	47	70
P20920	0.387	29	75	47	75
A0A0A0VBX4	0.337	32	95	47	78
Q13541	0.39	46	118	47	84
A6ZZ25	0.182	50	274	47	96
A0A1S3V7C2	0.49	47	96	47	93
P06753	0.26	74	285	44	117
J7GQ11	0.042	26	626	45	70
A0A140N6W0	0.013	5	394	48	52
O74635	0.053	6	113	47	52
P08136	0.096	5	52	48	52
P12629	0.068	17	250	48	53
Q9RXJ4	0.403	27	67	21	28
M4GGR8	0.102	71	699	23	63
O50280	0.027	8	295	48	55
P04326	0.093	8	86	48	55
U5TBJ3	0.569	62	109	48	109
Q70A61	0.147	11	75	48	58
P39073	0.022	12	555	48	59
Q28851	0.568	50	88	12	18
Q8QFP2	0.107	13	121	48	60
Q74448	0.146	13	89	48	60
Q0INY7	0.109	19	175	48	66
P01050	0.308	20	65	46	65
Q96GC5	0.09	19	212	48	66
W5F0E6	0.12	21	175	48	68
Q9C005	0.545	54	99	45	98
P20116	0.358	24	67	44	67
P18393	0.292	21	72	48	68
O09111	0.636	96	151	48	78
P03205	0.152	34	223	48	81
A0A1C3QI06	0.382	29	76	48	76
Q12904	0.106	33	312	48	80
P42028	0.269	57	212	37	93
Q9H4I9	0.505	54	107	48	101
Q9BQ48	0.489	45	92	48	92
P82411	0.405	47	116	48	94
P53299	0.514	54	105	46	99
O65101	0.514	73	142	48	102
U5TBU5	0.579	66	114	48	113
Q9H1A4	0.016	31	1944	28	58
X2FE19	0.03	11	371	49	59
Q15BP6	0.032	12	371	49	60
Q53WI4	0.266	17	64	45	61
P03520	0.106	28	265	49	56
O57705	0.537	58	108	27	58
O25581	0.441	30	68	35	64
Q9YWB6	0.119	13	109	49	61
Q9GZ28	0.263	61	232	2	62
Q7Z2W9	0.093	19	205	49	67
A2DQN8	0.279	19	68	49	67
P26639	0.028	20	723	49	68
P40422	0.657	46	70	25	70
Q63347	0.118	51	433	38	88
P38107	0.402	78	194	49	78
P32873	0.037	42	1128	49	90
Q9SIW2	0.051	45	888	49	93
O70480	0.447	63	141	49	111
O95721	0.55	142	258	43	116
W5P5V3	0.175	24	137	34	57
Q8VRK8	0.024	16	667	50	65
B7IA31	0.077	5	65	50	54
Q63373	0.015	7	468	50	56
Q9C004	0.023	7	299	50	56
Q9CXZ1	0.234	41	175	50	61
Q15528	0.39	78	200	35	58
O57187	0.181	47	259	50	57
A0A1D8NGI5	0.351	26	74	43	68
Q9YYH6	0.13	18	138	50	59
P26631	0.21	13	62	50	62
O62798	0.052	18	348	50	67
A0A1S3VF71	0.04	20	506	50	69
P52272	0.027	20	730	50	69
A0A3F2YM25	0.161	22	137	50	71
Q86FP9	0.304	24	79	50	73
P12272	0.277	49	177	50	70
Q15910	0.165	123	746	12	36
A0A6A5Q828	0.068	28	414	50	71
A4QUT2	0.032	25	786	50	74
A0A6A5PT44	0.209	23	110	50	72
P09945	0.319	23	72	50	72
Q9XZ56	0.291	34	117	50	83
O68691	0.437	38	87	50	87
W5IDC1	0.484	46	95	50	95
C6T221	0.59	82	139	50	105
Q9UUT8	0.218	50	229	50	99
P19810	0.491	54	110	50	103
P46937	0.236	119	504	50	100
G0SAN7	0.31	72	232	50	121
P75103	0.618	81	131	50	130
Q07982	0.058	25	433	51	75
P05305	0.108	23	212	51	73
Q06253	1.0	73	73	1	73
P87108	0.796	74	93	14	87
Q02724	0.039	24	621	51	55
Q5ZU29	0.018	8	455	50	57
P29590	0.074	65	882	51	79
P22804	0.056	8	142	51	58
Q840U9	0.023	9	390	51	59
Q9YRL8	0.081	9	111	51	59
Q9YRL3	0.082	9	110	51	59
A0A097F4I8	0.242	24	99	25	36
P33285	0.313	21	67	47	67
A0A2D0TCJ0	0.049	12	246	51	62
A0A1S3VHC0	0.391	27	69	6	10
Q2YDF6	0.209	68	325	51	72
Q70AA1	0.134	11	82	51	61
P38634	0.074	21	284	51	61
Q9YK84	0.089	12	135	51	62
Q805F7	0.207	23	111	51	73
Q9WJJ4	0.16	12	75	51	62
P61029	0.254	18	71	50	67
P40685	0.131	28	213	47	74
P28507	0.231	15	65	51	65
P03704	0.422	27	64	38	64
P32529	0.656	82	125	2	21
Q04707	0.022	16	719	51	66
Q8DR59	0.022	16	719	51	66
P37840	0.829	116	140	1	110
M7T6A0	0.109	22	202	50	71
C4QWA8	0.315	23	73	50	72
F2QMI1	0.625	45	72	28	72
O88634	0.061	24	396	51	74
Q9HCU9	0.179	44	246	51	94
F2R912	0.07	29	412	51	79
W5QHN8	0.598	113	189	51	85
Q4QNE7	0.333	34	102	47	80
P03620	0.573	47	82	36	82
A9SL09	0.407	57	140	51	81
P0AE72	0.988	81	82	2	82
P16286	0.125	37	297	51	87
A0A1S3TNX9	0.524	65	124	51	91
Q96DE5	0.518	57	110	51	107
S7UU80	0.035	20	577	52	71
P19946	0.445	65	146	1	32
Q86YL7	0.142	23	162	40	54
Q14781	0.032	17	532	37	44
A0A0H3TLP8	0.149	20	134	40	59
P23006	0.023	10	426	52	61
A0A6B3SYE0	0.227	15	66	36	42
A0A140UGH5	0.25	49	196	13	19
P11212	0.019	8	422	52	59
Q88992	0.019	8	422	52	59
P39998	0.069	38	551	52	60
Q07540	0.264	46	174	52	89
A0A1S3U1E4	0.073	11	150	52	62
Q8U159	0.31	22	71	50	71
Q8IKL9	0.179	12	67	52	63
P03206	0.339	83	245	52	64
Q3KSS8	0.102	25	245	52	64
Q9RET4	0.021	15	719	52	66
Q02376	0.474	36	76	28	37
Q9CQH3	0.492	93	189	52	77
A1YNW7	0.27	20	74	51	70
W5PWF1	0.656	101	154	52	152
Q73369	0.354	34	96	52	73
O43674	0.444	84	189	52	75
P12852	0.141	28	199	52	79
Q54901	0.079	29	365	52	80
O15342	0.469	38	81	43	80
F7YBW8	0.806	75	93	3	26
F7Y4V9	0.44	40	91	50	89
P48305	0.628	81	129	48	111
Q09260	0.116	57	490	52	108
Q96BN8	0.043	15	352	53	67
Q96KB5	0.062	20	322	34	38
Q8BG87	0.017	31	1803	53	59
Q8WVV4	0.017	10	589	53	62
Q9YKI2	0.087	10	115	53	62
Q9Y215	0.033	15	455	53	67
Q2I743	0.104	30	288	52	81
Q6BBK3	0.307	23	75	53	75
G1KPH4	0.056	41	737	50	75
Q8S8I4	0.404	42	104	53	77
P00410	0.135	34	251	51	84
P01275	0.5	90	180	53	81
W9BQC4	0.378	31	82	52	82
T1SA45	0.895	77	86	10	86
C9E3B4	0.034	53	1566	53	86
Q9Y6H6	0.456	47	103	53	99
G0S2K4	0.314	55	175	53	107
U5T8W5	0.557	68	122	53	120
P36114	0.006	4	725	54	57
Q1EG59	0.051	6	118	54	59
W5QB48	0.366	34	93	54	62
A0A4V8GZZ5	0.044	9	204	54	62
P13285	0.074	37	497	54	62
Q9NX14	0.451	69	153	54	64
P28506	0.185	12	65	54	65
Q70966	0.157	14	89	54	67
P01106	0.171	75	439	54	68
Q9NH04	0.035	17	487	54	70
Q5ZLR5	0.375	102	272	37	41
P13848	0.735	72	98	2	18
P9WGX5	0.112	26	232	54	79
O85094	0.281	36	128	54	89
P95434	0.376	32	85	54	85
P02672	0.072	44	615	54	97
Q859I2	0.917	55	60	1	55
P09944	0.091	6	66	55	60
P28509	0.108	7	65	55	61
P10215	0.042	13	306	55	61
Q9BSD3	0.042	10	238	55	64
P28505	0.154	10	65	55	64
P45906	0.156	10	64	55	64
P17096	0.215	23	107	55	68
B8YB63	0.258	17	66	43	48
P28508	0.169	11	65	55	65
P28511	0.169	11	65	55	65
C4R009	0.333	24	72	43	66
Q92615	0.019	14	738	55	68
Q9H2U1	0.016	16	1008	55	70
P42838	0.089	37	414	50	72
P20067	0.298	50	168	55	104
Q95PA1	0.145	22	152	55	76
P63041	0.261	35	134	43	77
W0T1Y4	0.071	28	393	55	82
A0A4P1LYB6	0.029	29	1013	55	83
P47910	0.366	37	101	55	91
K7GKS8	0.06	42	699	55	96
P04002	0.366	30	82	45	74
P28503	0.077	5	65	56	60
P37132	0.029	9	306	56	64
P32356	0.013	10	751	56	65
Q46WB6	0.147	14	95	52	65
O43765	0.185	58	313	4	47
Q8LAD7	0.182	14	77	56	69
O42995	0.42	47	112	56	70
O96018	0.03	17	575	56	72
Q94ET8	0.053	17	321	56	72
P10796	0.099	18	181	56	73
P62193	0.089	39	440	56	94
Q7Q3R9	0.282	29	103	56	84
Q2KI62	0.061	42	688	56	97
P33788	0.457	58	127	4	12
F1RWF6	0.455	50	110	36	75
Q6CX48	0.03	14	468	49	62
Q02380	0.238	45	189	53	74
Q6B860	0.242	31	128	56	62
Q9FE22	0.027	8	292	57	64
O96561	0.013	9	672	57	65
P17931	0.036	9	250	57	65
Q99176	0.254	54	213	57	66
Q9VEB9	0.049	22	445	29	36
O25306	0.114	14	123	56	69
P50542	0.055	35	639	57	71
Q9BRJ2	0.137	42	306	57	74
Q9BSF0	0.232	22	95	57	78
Q4JEI2	0.276	24	87	57	80
Q07813	0.135	26	192	57	82
A0A0B4ND47	0.398	33	83	51	83
Q13227	0.104	34	327	57	90
A0A0J9X253	0.213	37	174	56	92
P16947	0.103	40	389	56	95
A0A125YJP2	0.276	40	145	57	96
P02775	0.156	20	128	54	73
G0RZC6	0.373	31	83	39	47
O32583	0.152	10	66	57	66
P11471	0.045	11	245	58	68
P20366	0.085	11	129	58	68
Q43832	0.106	19	180	58	76
Q8EF93	0.222	18	81	54	71
P43572	0.174	145	832	58	77
P94182	0.021	18	860	58	75
P07689	0.094	17	180	58	74
P52871	0.239	21	88	58	78
Q9H875	0.141	26	184	58	83
Q9NJS1	0.325	27	83	57	83
Q96EX3	0.062	33	536	58	90
Q9FX83	0.162	36	222	56	91
A0A0J9X251	0.198	36	182	57	92
P82190	0.072	14	194	59	72
Q2V3I3	0.312	34	109	59	66
Q9LV91	0.023	13	576	59	71
A0A4X1VYD0	0.328	22	67	46	67
Q4VP08	0.222	20	90	59	72
P09592	0.01	12	1254	59	70
A8CDU0	0.125	13	104	59	71
Q12080	0.031	14	455	59	72
Q8IYD1	0.024	15	628	59	73
Q86XI6	0.067	19	285	59	77
P08670	0.661	308	466	59	78
Q5SLI2	0.101	34	337	58	91
Q9H147	0.216	71	329	59	98
P04850	0.092	52	565	56	107
J3IU59	0.119	8	67	53	60
Q9Z621	0.05	8	159	60	67
P08980	0.187	43	230	54	96
P00797	0.094	38	406	29	66
P45973	0.037	7	191	60	66
Q9NR28	0.067	16	239	56	71
Q9QAC5	0.049	9	183	60	68
P08854	0.338	23	68	46	68
Q80WP8	0.036	20	550	59	71
P19554	0.123	10	81	60	69
Q8U1Z3	0.145	10	69	60	69
P59596	0.086	19	221	60	69
O27953	0.12	11	92	60	70
P22139	0.5	35	70	9	14
Q240R7	0.082	23	280	60	70
Q08729	0.047	20	430	60	79
P78358	0.122	22	180	60	72
A0A2K5UVV0	0.125	16	128	60	75
P29344	0.036	15	411	60	74
A0A0J9X245	0.182	33	181	59	91
Q5FBB7	0.077	43	561	60	74
Q8DHX3	0.32	24	75	52	75
A0A0J9X249	0.155	28	181	59	79
Q9NSA3	0.667	54	81	10	44
P50468	0.057	23	407	58	80
P27766	0.097	55	567	60	82
P26349	0.322	28	87	56	83
I6UZT7	0.286	24	84	60	83
P08476	0.077	33	426	56	88
P81172	0.298	25	84	60	84
Q00195	0.042	28	664	60	87
P9WJ67	0.128	32	250	56	87
Q9CQZ6	0.548	57	104	37	93
Q96SN8	0.017	33	1893	58	90
Q99417	0.369	38	103	57	94
P06788	0.352	37	105	60	96
P24665	0.135	38	282	60	97
O43071	0.082	46	558	60	105
Q9SPI9	0.487	56	115	60	115
Q08981	0.316	66	209	60	125
P31321	0.181	69	381	16	72
Q13573	0.56	300	536	56	104
P68928	0.621	90	145	53	142
Q62425	0.098	8	82	61	68
Q9YXY3	0.098	9	92	61	69
Q76ZQ3	0.1	9	90	61	69
Q9JJN6	0.185	15	81	61	75
O14519	0.313	36	115	61	76
P43618	0.102	37	361	61	79
Q38720	0.088	19	217	61	79
O51076	0.172	21	122	59	79
Q16821	0.019	21	1122	61	81
P16794	0.064	24	376	61	84
P04198	0.062	29	464	61	89
Q3TPG3	0.049	42	861	58	99
Q9FZA0	0.427	47	110	61	107
Q6UW88	0.266	41	154	61	101
Q8BK30	0.423	44	104	61	104
P03692	0.057	32	566	57	69
P03040	0.242	16	66	49	64
Q6UUV9	0.036	23	634	62	67
P9WN55	0.06	8	134	62	69
Q9BXU0	0.561	69	123	49	117
P0C0U1	0.103	9	87	62	70
O43715	0.276	21	76	44	49
Q3E7B6	0.603	44	73	28	71
P56679	0.153	11	72	62	72
P38210	0.25	45	180	62	73
Q02020	0.229	106	463	62	106
Q63VU8	0.267	20	75	56	75
P60497	0.434	89	205	62	75
S4RAZ3	0.107	17	159	62	78
Q9WZF7	0.222	20	90	59	78
P0ABJ1	0.063	20	315	62	81
Q13033	0.109	87	797	62	131
Q42496	0.343	34	99	62	95
Q12149	0.217	159	733	4	26
Q07837	0.013	9	685	63	71
P15825	0.057	20	348	12	22
A9UIY5	0.39	67	172	63	71
P30311	0.017	10	572	63	72
I7CAR2	0.174	40	230	8	37
V5IRV2	0.113	19	168	55	73
V5IRU7	0.206	35	170	58	92
G0SFC3	0.068	25	365	63	74
M4I070	0.068	20	293	63	76
A0JLT2	0.418	102	244	63	164
Q64595	0.039	30	762	54	83
O65684	0.253	21	83	63	83
A0A6A5Q5E3	0.167	37	222	60	96
Q4VT52	0.419	57	136	63	119
O61667	0.274	29	106	63	91
F1NPG5	0.049	31	639	63	93
Q8L3S7	0.368	42	114	63	104
D0N6D2	0.433	55	127	63	117
Q5JJC9	0.354	23	65	43	65
P35269	0.081	42	517	5	14
P05205	0.107	22	206	62	68
A6BLW4	0.122	30	246	64	93
V5IRU3	0.107	18	169	57	74
B6TXS5	0.048	7	145	64	70
Q89490	0.047	10	214	64	73
Q64346	0.029	11	381	64	74
P29826	0.046	12	263	64	75
A8I846	0.198	20	101	64	77
Q03041	0.029	19	663	64	82
I6V2A4	0.298	28	94	64	84
Q00756	0.02	22	1109	64	85
O14011	0.162	79	488	56	134
A0A221C8X7	0.259	22	85	64	85
O75907	0.068	33	488	64	96
B7MKM2	0.233	24	103	64	87
Q8R050	0.039	25	636	64	88
Q1RPT5	0.102	25	244	64	88
A0R056	0.266	37	139	60	96
P62875	0.448	30	67	9	13
Q4D6H7	0.051	6	117	65	70
B7GL96	0.231	21	91	64	71
O72142	0.031	23	739	65	75
Q82854	0.149	17	114	65	81
P19564	0.165	17	103	65	81
I6UZW2	0.262	22	84	61	82
P09681	0.124	19	153	65	83
P03508	0.289	35	121	65	85
Q61036	0.079	44	559	65	92
Q9LVK3	0.33	31	94	63	93
Q02205	0.44	81	184	62	96
P87310	0.361	52	144	65	116
Q9YJI1	0.439	54	123	65	118
Q78PB6	0.014	5	345	66	70
Q9Q1V2	0.031	18	590	66	71
F5HFZ4	0.016	6	376	66	71
Q9BYD2	0.022	6	267	66	71
P62309	0.132	10	76	64	73
P03923	0.379	66	174	66	75
Q67PY4	0.045	23	507	63	80
B6VDJ7	0.153	13	85	66	78
Q9DCX8	0.084	24	285	66	82
M4I022	0.073	20	275	66	85
Q04614	0.21	21	100	66	86
O75956	0.452	57	126	61	91
A0A0A6ZKT6	0.095	35	369	66	100
Q9P0J6	0.243	25	103	66	90
Q8N4V1	0.328	43	131	61	103
Q0D8K4	0.124	55	445	66	120
Q8IKH2	0.071	58	813	65	122
P56524	0.077	83	1084	64	129
P41812	0.061	53	875	54	106
P60467	0.375	36	96	61	96
Q8EI81	0.058	4	69	66	69
P36048	0.032	32	1008	67	98
O75390	0.011	5	466	67	71
I3LR45	0.041	11	268	67	71
O74966	0.065	5	77	67	71
Q9CIP3	0.181	13	72	60	72
Q96IZ0	0.024	8	340	67	74
Q9ABC3	0.203	15	74	60	74
Q6HGT3	0.016	10	613	66	75
P04925	0.035	9	254	67	75
P03924	0.337	59	175	63	77
P46108	0.059	18	304	67	75
Q6V1Q9	0.029	10	340	67	76
Q8DKZ3	0.355	27	76	50	76
P23025	0.04	11	273	67	77
Q29PV4	0.14	12	86	67	78
P63267	0.043	16	376	67	82
G0S156	0.075	32	426	67	84
Q12030	0.194	40	206	67	88
A0A024L5V9	0.076	24	315	67	90
P17559	0.271	26	96	65	90
O95391	0.082	48	586	67	90
O60494	0.017	63	3623	59	121
Q52SW3	0.212	34	160	67	100
P35259	0.161	53	329	60	112
P36094	0.226	82	363	67	126
Q7CQI7	0.151	11	73	62	72
P63005	0.056	23	410	54	76
Q92793	0.031	76	2442	68	74
P68390	0.092	17	185	68	75
Q8EIX4	0.295	23	78	1	7
P02458	0.056	84	1487	65	78
Q5VTY9	0.018	9	493	68	76
Q9UBU9	0.079	49	619	68	79
Q15672	0.059	12	202	68	79
P06473	0.082	74	906	68	79
Q7VV85	0.273	24	88	59	82
Q8N5K1	0.237	32	135	68	91
P25502	0.038	37	979	64	100
O94316	0.04	39	984	68	106
G1TIB4	0.304	21	69	49	69
Q6IAA8	0.677	109	161	48	72
Q8N257	0.079	10	126	69	72
P02675	0.218	107	491	69	73
P06533	0.387	43	111	69	111
P02247	0.059	7	118	69	75
Q15208	0.043	20	465	68	87
Q8LC53	0.317	38	120	69	83
O95835	0.056	63	1130	69	90
Q9Y821	0.402	96	239	69	93
Q6EEF9	0.432	60	139	69	128
P40019	0.458	70	153	69	125
Q57534	0.641	50	78	1	25
Q5ZYR7	0.035	8	230	70	77
P13201	0.093	84	907	70	78
P0A182	0.127	10	79	70	79
Q5SHE6	0.162	19	117	70	88
P15411	0.225	20	89	70	89
Q16938	0.231	21	91	70	90
A0R057	0.097	33	341	66	98
P03901	0.286	28	98	70	97
Q755K3	0.298	37	124	70	106
Q1MX18	0.079	46	579	70	115
Q9P086	0.436	51	117	67	117
D1MPT3	0.085	20	236	9	15
O14810	0.358	48	134	26	73
Q99741	0.034	19	560	71	77
P19505	0.006	9	1449	71	79
A0A125YVX8	0.06	9	151	71	79
Q9YYU8	0.104	21	201	71	81
Q6PHW0	0.097	28	289	71	90
A5FJF2	0.014	14	1019	71	84
Q04067	0.135	37	274	53	63
Q3HNM7	0.029	17	579	71	87
P18545	0.195	17	87	71	87
Q96D31	0.13	39	301	71	88
Q9NRM7	0.018	20	1088	71	90
A1E3K5	0.1	22	220	71	92
Q12158	0.159	90	566	67	102
Q9NRY2	0.298	31	104	71	101
Q7T2G3	0.071	44	623	72	77
A0A0D6BD52	0.094	8	85	72	79
P03042	0.237	23	97	60	82
P40568	0.073	42	576	72	79
P33260	0.018	9	490	72	80
P06602	0.024	9	376	72	80
Q8IRS7	0.113	11	97	72	82
A0R554	0.134	11	82	72	82
O66683	0.466	41	88	12	16
P16972	0.196	29	148	67	88
P34959	0.25	31	124	65	95
A0A1V0E2H9	0.009	32	3423	72	103
Q9NV56	0.235	48	204	72	119
A0A1S3TB49	0.284	77	271	72	148
Q800Y1	0.216	21	97	71	91
Q3UND0	0.02	7	358	73	79
Q8VUS8	0.085	7	82	73	79
P0A734	0.773	68	88	13	58
Q16236	0.02	12	605	73	84
Q12834	0.108	54	499	73	98
A0A0K0KAD3	0.116	14	121	73	86
P13051	0.051	16	313	73	88
P53040	0.143	74	516	8	14
Q8JPY0	0.195	64	329	71	134
P18888	0.349	116	332	72	155
P55055	0.067	31	460	74	79
P04535	0.063	33	521	66	98
P87173	0.05	7	140	74	80
P16059	0.05	13	259	74	86
Q13153	0.139	76	545	74	92
Q4TUQ1	0.02	15	751	74	88
Q8QL44	0.191	25	131	70	94
O00418	0.037	27	725	74	100
P28574	0.181	29	160	74	102
P56181	0.306	33	108	74	106
A6NCL1	0.135	45	334	72	116
C0LI68	0.023	9	391	75	83
Q00433	0.305	39	128	75	84
P40960	0.021	11	533	75	85
O95218	0.036	12	330	75	86
Q1D489	0.458	54	118	56	109
O00327	0.053	33	626	75	89
P91820	0.049	16	328	75	90
D0MDD5	0.017	18	1039	75	92
P28289	0.109	39	359	61	99
Q4JHS0	0.135	26	192	75	100
O14836	0.099	29	293	75	103
P35465	0.068	37	544	75	111
G1T8A2	0.444	59	133	75	133
G0S7Z4	0.029	10	341	76	80
Q99YS8	0.082	8	97	76	83
Q8VYY1	0.419	36	86	48	83
P0A223	0.193	16	83	68	83
U5T880	0.318	42	132	76	83
Q02078	0.138	70	507	2	29
P12838	0.34	33	97	64	96
Q9B6D4	0.36	32	89	58	89
P12296	0.02	45	2293	76	106
Q07820	0.091	32	350	76	88
B3H5J1	0.148	13	88	76	88
D1ADF2	0.035	16	461	76	91
Q99LE1	0.102	20	197	75	94
Q9LV87	0.185	17	92	76	92
O60216	0.176	111	631	76	92
P0DJZ2	0.101	19	188	76	94
P12620	0.259	68	263	76	95
P26717	0.1	23	231	76	98
Q9ZUX4	0.239	27	113	76	102
P55957	0.174	34	195	76	109
Q8Y547	0.059	42	714	76	117
P62979	0.288	45	156	77	121
O60200	0.186	16	86	62	77
Q2PAY4	0.06	5	83	77	81
Q9C169	0.106	76	719	41	83
P0CY10	0.357	45	126	77	121
O60508	0.18	104	579	75	147
Q43295	0.029	8	276	77	84
Q95HB9	0.035	9	260	77	85
D0MGW1	0.062	9	144	77	85
P04591	0.092	46	500	77	85
P16315	0.034	10	295	77	86
Q96P48	0.01	14	1450	77	90
Q1PIU7	0.16	127	795	77	102
P25712	0.376	41	109	68	108
Q9P6Q0	0.348	39	112	74	112
P33299	0.084	39	467	49	79
A0A0H2UPA7	0.101	8	79	72	79
Q868H0	0.041	5	121	78	79
P08638	0.019	17	886	73	89
A0A2S6VD54	0.085	7	82	76	82
Q9A7H8	0.305	25	82	58	82
P31853	0.351	78	222	78	108
P12478	0.093	9	97	78	86
P24588	0.098	42	427	78	88
Q94G94	0.046	13	285	78	90
P82928	0.095	18	189	78	95
A0A0M3KL56	0.064	12	188	78	89
W1F4G9	0.09	68	753	28	32
K7MRE7	0.106	14	132	78	91
P22798	0.229	62	271	78	100
A7NJ88	0.022	22	1010	78	99
P70444	0.123	24	195	78	101
O14010	0.382	52	136	49	53
P36130	0.073	47	643	78	124
Q6CPN6	0.366	49	134	78	126
Q8TBN0	0.175	67	382	79	145
Q25438	0.098	60	612	79	138
P63043	0.683	129	189	57	185
P59665	0.319	30	94	65	94
A0QP50	0.092	8	87	79	86
Q9HW86	0.25	31	124	79	86
P04602	0.047	10	212	79	88
O31774	0.023	12	520	79	90
Q9NJG9	0.014	13	900	79	91
P29131	0.041	13	319	79	91
P04722	0.045	13	291	79	91
A0A0K9RHP1	0.232	23	99	77	99
Q9BYC8	0.17	32	188	79	110
Q25442	0.147	90	612	79	154
Q07817	0.227	53	233	1	18
Q01663	0.116	64	552	76	139
Q5RG45	0.076	89	1164	64	152
P46459	0.009	7	744	80	86
Q6ZEI1	0.128	12	94	78	89
Q9H2W6	0.036	10	279	80	89
Q4LDD4	0.008	11	1452	80	90
O31797	0.411	37	90	54	90
Q8U104	0.125	12	96	80	91
Q9SKI3	0.207	24	116	80	94
A7XXR6	0.1	41	409	15	28
P02820	0.16	16	100	80	95
Q03736	0.083	25	303	77	101
C5W716	0.23	23	100	78	100
O94646	0.54	108	200	76	118
P45976	0.073	24	327	80	103
Q5U5Q9	0.133	97	727	80	120
P07688	0.143	48	335	80	127
P28711	0.84	89	106	18	106
Q70J31	0.179	52	291	68	73
Q9VAA9	0.042	20	475	72	91
D2UG58	0.104	10	96	77	86
P53894	0.036	27	756	81	91
Q7L0J3	0.013	10	742	81	90
P40763	0.023	18	770	81	92
A2DPS3	0.101	13	129	81	93
P07272	0.034	31	904	75	99
Q9BQE4	0.19	36	189	73	102
G9I257	0.268	30	112	74	103
P02654	0.542	45	83	31	51
Q01523	0.34	32	94	63	94
L7N6F8	0.1	9	90	82	90
P32325	0.014	10	704	82	91
B9PXH2	0.083	11	132	82	92
P25293	0.048	20	417	82	101
Q38825	0.053	13	243	82	94
Q3J5G0	0.079	24	303	77	100
Q66GS9	0.046	52	1140	82	133
P82024	0.35	63	180	82	144
Q06162	0.235	36	153	82	117
Q02248	0.086	67	781	83	149
Q887T9	0.5	44	88	19	38
P04085	0.043	9	211	83	86
Q8DKB3	0.097	11	113	83	93
Q03511	0.127	13	102	81	93
Q73QW4	0.099	10	101	83	92
Q16790	0.02	9	459	83	91
Q72WF9	0.044	10	227	83	92
P05626	0.586	143	244	83	201
P06881	0.266	34	128	83	105
Q9NQ50	0.437	90	206	83	105
P55089	0.323	40	124	83	122
Q39194	0.316	42	133	83	124
P42259	0.088	47	534	30	48
B0SR19	0.2	17	85	67	81
P05386	0.123	14	114	55	62
Q09858	0.117	17	145	84	89
Q01083	0.197	46	234	78	100
P27684	0.415	59	142	84	142
P12301	0.103	24	232	84	107
A0A125YKF7	0.373	50	134	84	133
Q41387	0.394	54	137	84	137
Q4X0F7	0.029	15	526	85	94
P49783	0.01	2	206	85	86
P40458	0.011	6	529	85	90
Q9Y6D0	0.074	7	94	85	91
C4QW33	0.089	43	485	80	91
Q9D8C6	0.068	8	117	85	92
Q7A224	0.221	23	104	74	96
Q99697	0.032	10	317	85	94
